,user_name,quote
588,Threepio,"Master Luke, sir!  Pardon me for asking... but, ah... what should Artoo and I do if we're discovered here?"
589,Luke,Lock the door!
590,Han,And hope they don't have blasters.
591,Threepio,That isn't very reassuring.
592,Luke,I can't see a thing in this helmet.
593,Han,This is not going to work.
594,Luke,Why didn't you say so before?
595,Han,I did say so before!
596,Officer,Where are you taking this... thing?
597,Luke,Prisoner transfer from Block one-one-three-eight.
598,Officer,I wasn't notified.  I'll have to clear it.
599,Han,Look out!  He's loose!
600,Luke,He's going to pull us all apart.
601,Han,Go get him!
602,Han,We've got to find out which cell this princess of yours is in.  Here it is... cell twenty-one-eight-seven.  You go get her.  I'll hold them here.
603,Han,Everything is under control.  Situation normal.
604,Intercom voice,What happened?
605,Han,"Uh... had a slight weapons malfunction.  But, uh, everything's perfectly all right now.  We're fine.  We're all fine here, now, thank you.  How are you?"
606,Intercom voice,We're sending a squad up.
607,Han,"Uh, uh, negative, negative.  We had a reactor leak here now.  Give us a few minutes to lock it down.  Large leak... very dangerous."
608,Intercom voice,Who is this?  What's your operating number?
609,Han,Boring conversation anyway.Luke!  We're going to have company!
610,Leia,Aren't you a little short for a stormtrooper?
611,Luke,What?  Oh... the uniform.  I'm Luke Skywalker.  I'm here to rescue you. 
612,Leia,You're who?
613,Luke,I'm here to rescue you.  I've got your R2 unit.  I'm here with Ben Kenobi.
614,Leia,Ben Kenobi is here!  Where is he?
615,Luke,Come on!
616,Vader,He is here...
617,Tarkin,Obi-Wan Kenobi!  What makes you think so?
618,Vader,A tremor in the Force.  The last time I felt it was in the presence of my old master.
619,Tarkin,Surely he must be dead by now.
620,Vader,Don't underestimate the Force.
621,Tarkin,"The Jedi are extinct, their fire has gone out of the universe.  You, my friend, are all that's left of their religion."
622,Tarkin,Yes.
623,Intercom voice,"Governor Tarkin, we have an emergency alert in detention block AA-twenty-three."
624,Tarkin,The princess!  Put all sections on alert!
625,Vader,Obi-Wan is here.  The Force is with him.
626,Tarkin,"If you're right, he must not be allowed to escape."
627,Vader,Escape may not his plan.  I must face him alone.
628,Han,Chewie!
629,Han,Get behind me!  Get behind me!
630,Han,Can't get out that way.
631,Leia,Looks like you managed to cut off our only escape route.
632,Han,"Maybe you'd like it back in your cell, Your Highness."
633,Luke,See-Threepio!  See-Threepio!
634,Threepio,Yes sir?
635,Luke,We've been cut off!  Are there any other ways out of the cell bay?...What was that?  I didn't copy!
636,Threepio,"I said, all systems have been alerted to your presence, sir.  The main entrance seems to be the only way out; all other information on your level is restricted."
637,Trooper voice,Open up in there!
638,Threepio,"Oh, no!"
639,Luke,There isn't any other way out.
640,Han,I can't hold them off forever!  Now what?
641,Leia,"This is some rescue.  When you came in here, didn't you have a plan for getting out?"
642,Han,"He's the brains, sweetheart."
643,Luke,"Well, I didn't..."
644,Han,What the hell are you doing?
645,Leia,"Somebody has to save our skins.  Into the garbage chute, wise guy."
646,Han,Get in there you big furry oaf!  I don't care what you smell!  Get in there and don't worry about it.
647,Han,Wonderful girl!  Either I'm going to kill her or I'm beginning to like her.  Get in there!
648,Han,Oh!  The garbage chute was a really wonderful idea.  What an incredible smell you've discovered!  Let's get out of here!  Get away from there...
649,Luke,No!  wait!
650,Luke,Will you forget it?  I already tried it.  It's magnetically sealed!
651,Leia,Put that thing away!  You're going to get us all killed.
652,Han,"Absolutely, Your Worship.  Look, I had everything under control until you led us down here.  You know, it's not going to take them long to figure out what happened to us."
653,Leia,It could be worse...
654,Han,It's worse.
655,Luke,There's something alive in here!
656,Han,That's your imagination.
657,Luke,Something just moves past my leg!  Look!  Did you see that?
658,Han,What?
659,Luke,Help!
660,Han,Luke!  Luke!  Luke!
661,Leia,Luke!
662,Leia,"Luke, Luke, grab a hold of this."
663,Luke,"Blast it, will you!  My gun's jammed."
664,Han,Where?
665,Luke,Anywhere!  Oh!!
666,Han,Luke!  Luke!
667,Leia,Grab him!
668,Leia,What happened?
669,Luke,"I don't know, it just let go of me and disappeared..."
670,Han,I've got a very bad feeling about this.
671,Luke,The walls are moving!
672,Leia,Don't just stand there.  Try and brace it with something.
673,Luke,Wait a minute!
674,Luke,Threepio!  Come in Threepio!  Threepio!  Where could he be?
675,First trooper,Take over!See to him!  Look there!
676,Threepio,"They're madmen!  They're heading for the prison level.  If you hurry, you might catch them."
677,First officer,Follow me!  You stand guard.
678,Threepio,Come on!
679,Threepio,"Oh!  All this excitement has overrun the circuits of my counterpart here.  If you don't mind, I'd like to take him down to maintenance."
680,Trooper,All right.
681,Luke,"Threepio!  Come in, Threepio!  Threepio!"
682,Han,Get to the top!
683,Leia,I can't 
684,Luke,"Where could he be?  Threepio!  Threepio, will you come in?"
685,Threepio,They aren't here!  Something must have happened to them.  See if they've been captured.
686,Threepio,Hurry!
687,Han,One thing's for sure.  We're all going to be a lot thinner!Get on top of it!
688,Leia,I'm trying!
689,Threepio,"Thank goodness, they haven't found them!  Where could they be?"
690,Threepio,"Use the comlink?  Oh, my!  I forgot I turned it off!"
691,Threepio,"Are you there, sir?"
692,Luke,Threepio!
693,Threepio,We've had some problems...
694,Luke,"Shut down all the garbage mashers on the detention level, will you?  Do you copy?"
695,Luke,Shut down all the garbage mashers on the detention level.
696,Luke,Shut down all the garbage mashers on the detention level.
697,Threepio,No.  Shut them all down!  Hurry!
698,Threepio,"Listen to them!  They're dying, Artoo!  Curse my metal body!  I wasn't fast enough.  It's all my fault!  My poor master!"
699,Luke,"Threepio, we're all right!"
700,Luke,We're all right.  You did great.
701,Luke,"Hey... hey, open the pressure maintenance hatch on unit number... where are we?"
702,Han,Three-two-six-eight-two-seven.
703,Han,"If we can just avoid any more female advice, we ought to be able to get out of here."
704,Luke,"Well, let's get moving!"
705,Han,Where are you going?
706,Leia,"No, wait.  They'll hear!"
707,Han,"Come here, you big coward!"
708,Han,Chewie!  Come here!
709,Leia,"Listen. I don't know who you are, or where you came from, but from now on, you do as I tell you.  Okay?"
710,Han,"Look, Your Worshipfulness, let's get one thing straight!  I takeorders from one person!  Me!"
711,Leia,It's a wonder you're still alive.Will somebody get this big walking carpet out of my way?
712,Han,No reward is worth this.
713,Officer,Secure this area until the alert is canceled.
714,First trooper,Give me regular reports.
715,First trooper,Do you know what's going on?
716,Second trooper,Maybe it's another drill.
717,Second trooper,What was that?
718,First trooper,"Oh, it's nothing.  Don't worry about it."
719,Han,There she is.
720,Luke,"See-Threepio, do you copy?"
721,Threepio,"For the moment.  Uh, we're in the main hangar across from the ship."
722,Luke,We're right above you.  Stand by.
723,Leia,You came in that thing?  You're braver that I thought.
724,Han,Nice!  Come on!
725,First trooper,It's them!  Blast them!
726,Han,Get back to the ship!
727,Luke,Where are you going?  Come back!
728,Leia,He certainly has courage.
729,Luke,What good will it do us if he gets himself killed?  Come on!
730,Luke,I think we took a wrong turn.
731,Leia,There's no lock!
732,Luke,That oughta hold it for a while.
733,Leia,"Quick, we've got to get across.  Find the control that extends the bridge."
734,Luke,"Oh, I think I just blasted it."
735,Leia,They're coming through!
736,Luke,"Here, hold this."
737,Leia,Here they come!
738,Leia,For luck!
739,Threepio,Where could they be?
740,Trooper,Close the blast doors!
741,Trooper,Open the blast doors!  Open the blast doors!
742,Vader,"I've been waiting for you, Obi-Wan.  We meet again, at last.  The circle is now complete."
743,Vader,"When I left you, I was but the learner; now I am the master."
744,Ben,"Only a master of evil, Darth."
745,Vader,"Your powers are weak, old man."
746,Ben,"You can't win, Darth.  If you strike me down, I shall become more powerful than you can possibly imagine."
747,Han,Didn't we just leave this party?
748,Han,What kept you?
749,Leia,We ran into some old friends.
750,Luke,Is the ship all right?
751,Han,"Seems okay, if we can get to it.Just hope the old man got the tractor beam out of commission."
752,Luke,Look!
753,Threepio,"Come on, Artoo, we're going!"
754,Han,Now's our chance!  Go!
755,Luke,No!
756,Han,Come on!
757,Leia,"Come on!  Luke, its too late!"
758,Han,Blast the door!  Kid!
759,Ben,"Run, Luke!  Run!"
760,Han,"I hope the old man got that tractor beam out if commission, or this is going to be a real short trip.  Okay, hit it!"
761,Han,We're coming up on the sentry ships.  Hold 'em off!  Angle the deflector shields while I charge up the main guns!
762,Luke,I can't believe he's gone.
763,Leia,There wasn't anything you could have done.
764,Han,"Come on, buddy, we're not out of this yet!"
765,Han,"You in, kid?  Okay, stay sharp!"
766,Leia,Here they come!
767,Luke,They're coming in too fast!
768,Threepio,Oooh!
769,Leia,We've lost lateral controls.
770,Han,"Don't worry, she'll hold together."
771,Han,"You hear me, baby?  Hold together!"
772,Luke,Got him!  I got him!
773,Han,Great kid!  Don't get cocky.
774,Leia,There are still two more of them out there!
775,Luke,That's it!  We did it!
776,Leia,We did it!
777,Threepio,Help!  I think I'm melting!This is all your fault.
778,Tarkin,Are they away?
779,Vader,They have just made the jump into hyperspace.
780,Tarkin,"You're sure the homing beacon is secure aboard their ship?  I'm taking an awful risk, Vader.  This had better work."
781,Han,"Not a bad bit of rescuing, huh?  You know, sometimes I even amaze myself."
782,Leia,"That doesn't sound too hard.  Besides, they let us go.  It's the only explanation for the ease of our escape."
783,Han,Easy... you call that easy?
784,Leia,Their tracking us!
785,Han,"Not this ship, sister."
786,Leia,At least the information in Artoo is still intact.
787,Han,What's so important?  What's he carrying?
788,Leia,"The technical readouts of that battle station.  I only hope that when the data is analyzed, a weakness can be found.  It's not over yet!"
789,Han,"It is for me, sister!  Look, I ain't in this for your revolution, and I'm not in it for you, Princess.  I expect to be well paid.  I'm in it for the money!"
790,Leia,"You needn't worry about your reward.  If money is all that you love, then that's what you'll receive!"
791,Leia,Your friend is quite a mercenary.  I wonder if he really cares about anything... or anyone.
792,Luke,I care!
793,Luke,"So... what do you think of her, Han?"
794,Han,"I'm trying not to, kid!"
795,Luke,Good...
796,Han,"Still, she's got a lot of spirit.  I don't know, what do you think?  Do you think a princess and a guy like me..."
797,Luke,No!
798,Willard,You're safe!  We had feared the worst.
799,Willard,"When we heard about Alderaan, we were afraid that you were... lost along with your father."
800,Leia,"We don't have time for our sorrows, commander.  The battle station has surely tracked us here.It's the only explanation for the ease of our escape.  You must use the information in this R2 unit to plan the attack.  It is our only hope."
801,Tarkin,Yes.
802,Death star intercom voice,We are approaching the planet Yavin.  The Rebel base is on a moon on the far side.  We are preparing to orbit the planet.
803,Dodonna,The battle station is heavily shielded and carries a firepower greater than half the star fleet.Its defenses are designed around a direct large-scale assault.  A small one-man fighter should be able to penetrate the outer defense.
804,Gold leader,"Pardon me for asking, sir, but what good are snub fighters going to be against that?"
805,Dodonna,"Well, the Empire doesn't consider a small one-man fighter to be any threat, or they'd have a tighter defense.  An analysis of the plans provided by Princess Leia has demonstrated a weakness in the battle station."
806,Dodonna,"The approach will not be easy.  You are required to maneuver straight down this trench and skim the surface to this point.  The target area is only two meters wide.  It's a small thermal exhaust port, right below the main port.  The shaft leads directly to the reactor system.  A precise hit will start a chain reaction which should destroy the station."
807,Dodonna,"Only a precise hit will set up a chain reaction.  The shaft is ray-shielded, so you'll have to use proton torpedoes."
808,Wedge,"That's impossible, even for a computer."
809,Luke,It's not impossible.  I used to bullseye womp rats in my T-sixteen back home.  They're not much bigger than two meters.
810,Dodonna,Man your ships!  And may the Force be with you!
811,Death star intercom voice,Orbiting the planet at maximum velocity.  The moon with the Rebel base will be in range in thirty minutes.
812,Vader,This will be a day long remembered.  It has seen the end of Kenobi and it will soon see the end of the Rebellion.
813,Man,"All flight troops, man your stations.  All flight troops, man your stations."
814,Luke,So... you got your reward and you're just leaving then?
815,Han,"That's right, yeah!  I got some old debts I've got to pay off with this stuff.  Even if I didn't, you don't think I'd be fool enough to stick around here, do you?  Why don't you come with us?  You're pretty good in a fight.  I could use you."
816,Luke,"Come on!  Why don't you take a look around?  You know what's about to happen, what they're up against.  They could use a good pilot like you.  You're turning your back on them."
817,Han,"What good's a reward if you ain't around to use it?  Besides, attacking that battle station ain'tmy idea of courage.  It's more like suicide."
818,Luke,"All right.  Well, take care of yourself, Han... guess that's what you're best at, isn't it?"
819,Han,"Hey, Luke... may the Force be with you!"
820,Han,What're you lookin' at?  I know what I'm doing.
821,Leia,What's wrong?
822,Luke,"Oh, it's Han!  I don't know, I really thought he'd change his mind. "
823,Leia,He's got to follow his own path.  No one can choose it for him.
824,Luke,I only wish Ben were here.
825,Biggs,Luke!  I don't believe it!  How'd you get here... are you going out with us?!
826,Luke,"Biggs!  Of course, I'll be up there with you!  Listen, have I got some stories to tell..."
827,Red leader,Are you... Luke Skywalker?  Have you been checked out on the Incom T-sixty-five?
828,Biggs,"Sir, Luke is the best bushpilot in the outer rim territories."
829,Red leader,"I met your father once when I was just a boy.  He was a great pilot.  You'll do all right.  If you've got half of your father's skill, you'll do better than all right."
830,Luke,"Thank you, sir.  I'll try."
831,Biggs,"I've got to get aboard.  Listen, you'll tell me your stories when we come back.  All right?"
832,Luke,"I told you I'd make it someday, Biggs."
833,Biggs,"You did, all right.  It's going to be like old times Luke. We're a couple of shooting stars that'll never be stopped!"
834,Chief,This R2 unit of your seems a bit beat up.  Do you want a new one?
835,Luke,"Not on your life!  That little droid and I have been through a lot together.You okay, Artoo?"
836,Chief,"Okay, easy she goes!"
837,Threepio,"Hang on tight, Artoo, you've got to come back."
838,Threepio,"You wouldn't want my life to get boring, would you?"
839,Ben,"Luke, the Force will be with you."
840,Massassi intercom voice,"Stand-by alert.  Death Star approaching.  Estimated time to firing range, fifteen minutes."
841,Red leader,All wings report in.
842,Red ten,Red Ten standing by.
843,Red seven,Red Seven standing by.
844,Biggs,Red Three standing by.
845,Porkins,Red Six standing by.
846,Red nine,Red Nine standing by.
847,Wedge,Red Two standing by.
848,Red eleven,Red Eleven standing by.
849,Luke,Red Five standing by.
850,Red leader,Lock S-foils in attack position.
851,Red leader,We're passing through their magnetic field.
852,Red leader,Hold tight!
853,Red leader,Switch your deflectors on.
854,Red leader,Double front!
855,Wedge,Look at the size of that thing!
856,Red leader,"Cut the chatter, Red Two."
857,Red leader,"Accelerate to attack speed.  This is it, boys!"
858,Gold leader,"Red Leader, this is Gold Leader."
859,Red leader,"I copy, Gold Leader."
860,Gold leader,We're starting for the target shaft now.
861,Red leader,We're in position.  I'm going to cut across the axis and try and draw their fire.
862,Wedge,"Heavy fire, boss!  Twenty-threedegrees."
863,Red leader,I see it.  Stay low. 
864,Luke,This is Red Five!  I'm going in!
865,Biggs,"Luke, pull up!"
866,Biggs,Are you all right?
867,Luke,"I got a little cooked, but I'm okay."
868,Astro-officer,"We count thirty Rebel ships, Lord Vader.  But they're so small they're evading our turbo-lasers!"
869,Vader,We'll have to destroy them ship to ship.  Get the crews to their fighters.
870,Red leader,"Luke, let me know when you're going in."
871,Luke,I'm on my way in now...
872,Red leader,Watch yourself!  There's a lot of fire coming from the right side of that deflection tower.
873,Luke,I'm on it.
874,Control officer,"Squad leaders, we've picked up a new group of signals.  Enemy fighters coming your way."
875,Luke,My scope's negative.  I don't see anything.
876,Red leader,"Keep up your visual scanning.  With all this jamming, they'll be on top of you before your scope can pick them up."
877,Red leader,Biggs!  You've picked one up... watch it!
878,Biggs,I can't see it!  Where is he?!
879,Biggs,"He's on me tight, I can't shake him... I can't shake him."
880,Luke,"Hang on, Biggs, I'm coming in."
881,Luke,Got him!
882,Vader,Several fighters have broken off from the main group.  Come with me!
883,Biggs,Pull in!  Luke... pull in!
884,Wedge,"Watch your back, Luke!"
885,Wedge,"Watch your back!  Fighter's above you, coming in!"
886,Luke,"I'm hit, but not bad."
887,Luke,"Artoo, see what you can do with it.  Hang on back there."
888,Red leader,Red Six...
889,Red leader,Can you see Red Five?
890,Red ten,"There's a heavy fire zone on this side. Red Five, where are you?"
891,Luke,I can't shake him!
892,Wedge,"I'm on him, Luke!"
893,Wedge,Hold on!
894,Luke,Blast it!  Wedge where are you?
895,Luke,"Thanks, Wedge."
896,Biggs,"Good shooting, Wedge!"
897,Gold leader,Red Leader...
898,Gold leader,... This is Gold Leader.  We're starting out attack run.
899,Red leader,"I copy, Gold Leader.  Move into position."
900,Vader,Stay in attack formation!
901,Gold leader,The exhaust post is...
902,Gold leader,... marked and locked in!
903,Gold leader,Switch power to front deflection screens.
904,Gold leader,"How many guns do you think, Gold Five?"
905,Gold five,"I'd say about twenty guns.  Some on the surface, some on the towers."
906,Massassi intercom voice,Death Star will be in range in five minutes. 
907,Gold leader,Switch to targeting computer.
908,Gold two,Computer's locked.  Getting a signal.
909,Gold two,The guns... they've stopped!
910,Gold five,Stabilize your rear deflectors.  Watch for enemy fighters.
911,Gold leader,They've coming in!  Three marks at two ten.
912,Vader,I'll take them myself!  Cover me!
913,Wingman,"Yes, sir."
914,Gold leader,I can't maneuver!
915,Gold five,Stay on target.
916,Gold leader,We're too close.
917,Gold five,Stay on target!
918,Gold leader,Loosen up!
919,Gold five,Gold Five to Red Leader...
920,Gold five,"Lost Tiree, lost Dutch."
921,Red leader,"I copy, Gold Five."
922,Gold five,They came from behind....
923,Officer,"We've analyzed their attack, sir, and there is a danger.  Should I have your ship standing by?"
924,Tarkin,Evacuate?  In out moment of triumph?  I think you overestimate their chances!
925,Voice,"Rebel base, three minutes and closing."
926,Red leader,"Red Group, this is Red Leader."
927,Red leader,Rendezvous at mark six point one.
928,Wedge,This is Red Two.  Flying towards you.
929,Biggs,"Red Three, standing by."
930,Dodonna,"Red Leader, this is Base One.  Keep half your group out of range for the next run."
931,Red leader,"Copy, Base One.  Luke, take Red Two and Three.  Hold up here and wait for my signal... to start your run."
932,Red leader,This is it!
933,Red ten,We should be able to see it by now.
934,Red leader,Keep your eyes open for those fighters!
935,Red ten,There's too much interference!
936,Red ten,"Red Five, can you see them from where you are?"
937,Luke,No sign of any... wait!
938,Luke,Coming in point three five.
939,Red ten,I see them.
940,Red leader,I'm in range.
941,Red leader,Target's coming up!
942,Red leader,Just hold them off for a few seconds.
943,Vader,Close up formation.
944,Red leader,Almost there!
945,Red ten,You'd better let her loose.
946,Red leader,Almost there!
947,Red ten,I can't hold them!
948,Red leader,It's away!
949,Red nine,It's a hit!
950,Red leader,Negative.
951,Red leader,"Negative!  It didn't go in, it just impacted on the surface."
952,Luke,"Red Leader, we're right above you.  Turn to point..."
953,Luke,... oh-five; we'll cover for you.
954,Red leader,Stay there...
955,Red leader,... I just lost my starboard engine.
956,Red leader,Get set up for your attack run.
957,Death star intercom voice,"Rebel base, one minute and closing."
958,Luke,"Biggs, Wedge, let's close it up.  We're going in.  We're going in full throttle."
959,Wedge,"Right with you, boss."
960,Biggs,"Luke, at that speed will you be able to pull out in time?"
961,Luke,It'll be just like Beggar's Canyon back home.
962,Biggs,We'll stay back far enough to cover you.
963,Wedge,"My scope shows the tower, but I can't see the exhaust port!  Are you sure the computer can hit it?"
964,Luke,Watch yourself!  Increase speed full throttle!
965,Wedge,What about that tower?
966,Luke,You worry about those fighters!  I'll worry about the tower!
967,Luke,"Artoo... that, that stabilizer's broken loose again!  See if you can't lock it down!"
968,Wedge,I'm hit!  I can't stay with you.
969,Luke,"Get clear, Wedge."
970,Luke,You can't do any more good back there!
971,Wedge,Sorry!
972,Vader,Let him go!  Stay on the leader!
973,Biggs,"Hurry, Luke, they're coming in much faster this time. I can't hold them!"
974,Luke,"Artoo, try and increase the power!"
975,Biggs,"Hurry up, Luke!"
976,Biggs,Wait!
977,Death star intercom voice,"Rebel base, thirty seconds and closing."
978,Vader,I'm on the leader.
979,Threepio,"Hang on, Artoo!"
980,Ben,"Use the Force, Luke."
981,Ben,"Let go, Luke."
982,Vader,The Force is strong with this one!
983,Ben,"Luke, trust me."
984,Base voice,"His computer's off.  Luke, you switched off your targeting computer.  What's wrong?"
985,Luke,Nothing.  I'm all right.
986,Luke,I've lost Artoo!
987,Massassi intercom voice,The Death Star has cleared the planet.  The Death Star has cleared the planet.
988,Death star intercom voice,"Rebel base, in range."
989,Tarkin,You may fire when ready.
990,Death star intercom voice,Commence primary ignition.
991,Vader,I have you now.
992,Vader,What?
993,Han,Yahoo!
994,Wingman,Look out!
995,Han,"You're all clear, kid."
996,Han,Now let's blow this thing and go home!
997,Intercom voice,Stand by to fire at Rebel base.
998,Intercom voice,Standing by.
999,Han,"Great shot, kid.  That was one in a million."
1000,Ben,"Remember, the Force will be with you... always."
1001,Leia,Luke!  Luke!  Luke!
1002,Han,Hey!  Hey!
1003,Luke,I knew you'd come back!  I just knew it!
1004,Han,"Well, I wasn't gonna let you get all the credit and take all the reward."
1005,Leia,"Hey, I knew there was more to you than money."
1006,Luke,"Oh, no!"
1007,Threepio,"Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?"
1008,Technician,We'll get to work on him right away.
1009,Threepio,"You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them."
1010,Luke,He'll be all right.
